ResponseID,age,gender,whereareyoufrom,timelisteningtomusic,genderrep,idealgenderrep,menrep,womenrep,lyrics,misogynistlyrics,feministlyrics,genderrepimportant,politicallyrics,condition,Q1,Q2,Q3,Q4,Q5,Q6,Q7,The_man,Roar,NotReady_TMN,Strongeer,YouDont_om,Ladies_first,GoodOl_BC,KeepYa_HU,Grown_woman,Venom,TheLucky_one,LastFriday_night,WideOpen_spaces,Work_bitch,ThePartys_over,Detrim_stable,Rainbow,Ghetto_gospel,Schoolin_life,Introvert
R_1DC43z3iRDgRVgP,2,Female,4,3,3,7,1,1,5,4,4,4,1,Neutral Condition,4.2,4,3.8,4,4,2.8,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.428571429,NA,4.428571429,4.142857143,3,NA,NA,3.285714286,NA,NA
R_yxvbRV4bUpRa0W5,2,Male,1,3,2,4,1,1,5,2,2,2,2,Neutral Condition,5.4,5.6,4.6,4.6,4.8,2.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.714285714,NA,NA,4.714285714,4,4.571428571,4.285714286,NA,NA
R_9QR4ZaEWW0oab2p,2,Female,1,3,2,3,1,1,7,2,7,2,4,Feminist Condition,4.6,4.4,4,4.8,4.4,2.6,4.8,5,NA,NA,3.571428571,NA,4.142857143,2.857142857,5.571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1GTtsGHUKJzRijH,2,Female,1,1,6,6,3,3,2,5,4,2,1,Neutral Condition,4.4,3.8,4.2,2.8,3.4,3.8,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.714285714,NA,3.714285714,4.142857143,NA,NA,4.142857143,3.285714286
R_1eK7M3hvxPE5TVI,2,Male,1,2,5,7,1,1,2,2,2,1,1,Feminist Condition,4,3.4,2.8,3.2,2.4,3.6,5,NA,3.428571429,3.571428571,NA,3.714285714,NA,2.714285714,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3HpfVfjl9DdGMQo,2,Male,1,2,7,7,7,7,4,3,3,4,2,Neutral Condition,4,4.4,4.2,4.2,3.8,2.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.142857143,NA,2.857142857,NA,4.285714286,3.857142857,NA,NA,2.714285714
R_3JDCzMsr3PRH99W,2,Female,1,2,2,4,2,6,5,6,2,4,2,Feminist Condition,5.4,3.6,5.4,5.8,5.8,2.4,4.6,NA,5,3.571428571,NA,5.571428571,NA,NA,NA,5,4.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1esKPHC875YjrZI,2,Female,1,1,5,7,4,4,7,6,4,4,5,Neutral Condition,4.6,4.4,4.2,3.8,3.8,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.571428571,5,NA,3,NA,NA,4,4.285714286,NA,NA
R_2ZEN3e2PyLuDViX,2,Female,1,2,5,7,4,4,5,4,2,4,3,Feminist Condition,4.6,3.2,4,3.6,4,3.4,3.8,3.428571429,3.857142857,3.142857143,4.142857143,4.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1F2K9qFwXCb0uQg,2,Female,1,3,3,6,5,6,5,6,6,6,6,Neutral Condition,3.8,5.4,5.4,3.4,5,2.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.142857143,NA,NA,3.857142857,3.857142857,5.714285714,NA,NA,5,NA
R_3Ic3izvWgDgdGpE,3,Female,1,2,7,7,1,1,6,6,3,6,4,Neutral Condition,5.4,4.8,4.2,4,4.4,2.2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4.428571429,4.285714286,4.285714286,4
R_2tyQYl5AfKms1sV,2,Female,1,1,3,7,1,1,5,6,6,4,1,Feminist Condition,3.6,4.4,4,3.8,5,4,5.2,NA,4.142857143,NA,NA,4.571428571,5,3.714285714,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2Y5R5c8pUh9nZwd,2,Female,1,2,2,7,4,5,7,7,5,6,2,Neutral Condition,5,4.6,4.2,4.4,5,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.571428571,4,4.857142857,3.142857143,NA,3.857142857,NA,NA,NA,NA
R_24H50OCeZVZfQnM,2,Female,1,2,5,7,7,7,6,7,6,6,6,Feminist Condition,3.6,3.4,2.8,3.2,2.6,4.6,4.8,3.142857143,NA,2.142857143,3.285714286,NA,NA,NA,NA,5.428571429,3.857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_7UHTEY6y6bL3LvX,2,Female,1,1,5,7,2,5,5,6,4,4,4,Neutral Condition,5.8,5.2,4.6,4.4,5.2,1.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.142857143,NA,5.142857143,4.142857143,NA,4,NA,4.285714286,NA
R_1OlPrUUBu6YCcLY,2,Female,1,3,5,7,1,5,5,5,7,5,6,Feminist Condition,6.6,6.4,6.2,6.2,6.4,1.2,6.6,6.142857143,6.142857143,4.428571429,NA,NA,5.428571429,NA,NA,6.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_XZGG9sQTnR3LpMl,2,Male,1,3,3,6,1,1,5,1,1,2,5,Feminist Condition,6,6,5.6,5.6,6.4,1.2,6,4.285714286,NA,NA,5.428571429,NA,4.714285714,NA,5.857142857,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_28ScO29AIPOMpWw,3,Female,1,2,3,3,4,4,5,6,7,5,4,Feminist Condition,4.8,4.8,3.8,5.2,4.8,5,4.6,NA,NA,4.285714286,NA,5.428571429,NA,4.571428571,4.285714286,NA,3.571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2qBKbXUeNy3vhJ2,3,Female,1,2,5,7,4,4,6,7,6,6,4,Neutral Condition,4.8,6.6,6.4,4.8,5.4,7,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4.714285714,4.285714286,NA,NA,4.571428571,NA,4.857142857,NA
R_21mpGtdzv5HD08q,2,Male,4,4,6,6,2,2,5,5,5,4,2,Neutral Condition,4,4,4,2,3.8,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.142857143,NA,3.142857143,NA,3.142857143,NA,NA,3,3.142857143,NA
R_29sr8Zub5bUMlEx,2,Male,1,2,3,3,4,1,6,7,6,5,6,Neutral Condition,3.4,4.6,3.4,3,3.8,4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.571428571,5.142857143,NA,NA,3,NA,4.714285714,2.428571429,NA
R_24LRDgmHneB07pg,2,Male,1,3,5,6,1,1,7,5,4,3,2,Feminist Condition,5,3.8,4,3.4,6,6,5.4,4.285714286,NA,4.142857143,4.428571429,NA,NA,NA,NA,4.142857143,4.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3s05iUyBM5NgvJn,2,Male,1,3,5,7,1,1,5,5,3,1,1,Feminist Condition,4.4,3.6,2.8,3.2,4.2,2.2,4,NA,4.857142857,NA,NA,4.714285714,2.857142857,2.714285714,2.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2SuZmHhCYMfezk5,2,Male,5,2,6,6,1,1,5,6,2,2,2,Feminist Condition,6.2,5,4.2,4.6,6.4,7,3.2,NA,4.571428571,NA,4,4.714285714,NA,NA,NA,4.714285714,3.857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_U9qmHYitbgYWkF3,2,Female,4,4,2,7,1,7,6,7,1,7,5,Feminist Condition,6.2,3.4,4.8,6,6,1.6,5.2,5,5.142857143,NA,4.714285714,NA,4.428571429,NA,NA,4.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_30ialoGylqJMkTo,2,Female,2,3,4,7,4,4,5,6,5,4,2,Neutral Condition,4.8,4,4,4,4.6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.142857143,NA,NA,NA,NA,4.428571429,4,4.142857143,4.285714286,NA
R_2EGoRx7H2guB41B,2,Male,2,2,5,6,5,5,6,6,6,2,6,Neutral Condition,5.8,5.6,5.4,5.6,5,6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.714285714,4.428571429,5,NA,NA,4.857142857,NA,NA,4.571428571,NA
R_1XNQAyOE6x8TCjn,2,Male,1,4,3,4,5,4,5,4,4,5,5,Feminist Condition,4.6,5.2,4.2,2.8,3.4,3.2,5.6,4.285714286,NA,4.142857143,NA,NA,3.571428571,3.285714286,5.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1mQJyCkNMyq6Ulp,2,Male,1,3,2,6,2,2,5,3,2,4,5,Neutral Condition,5.6,4.4,4.2,3.6,3.2,5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.428571429,3.285714286,3.428571429,NA,NA,NA,4.571428571,NA,3.142857143
R_3MxwMTYO7wQ8MVe,3,Female,1,2,1,6,2,6,4,5,5,5,3,Feminist Condition,3.6,3.2,2.8,3.8,3.8,4,3.4,4.142857143,NA,NA,2.571428571,3.714285714,NA,2.571428571,NA,4.571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1ovvZVTMuf2JfA0,2,Male,2,1,6,7,6,6,6,6,6,2,4,Neutral Condition,6,5.2,5.6,6,5.6,2.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.857142857,NA,NA,NA,5.428571429,5.142857143,5.142857143,NA,5.142857143,NA
R_Xupvirggalkd6rn,2,Female,2,1,4,6,6,6,7,4,4,2,4,Neutral Condition,4.6,4.6,4.2,4.6,4.4,5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.428571429,4.285714286,4.142857143,3.714285714,NA,NA,NA,NA,4.571428571
R_1Ic4KhKn9nnVrZm,2,Male,2,2,6,6,4,4,6,2,2,4,5,Feminist Condition,5.2,3.8,4.2,3.8,4.4,4,4.4,NA,5,4.428571429,4.714285714,NA,NA,NA,3.285714286,3.857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2VDzca3e4fOtheP,2,Male,2,3,7,7,2,2,7,4,4,1,7,Feminist Condition,5.2,6,4.4,5,5.4,5,2.8,NA,4,3.714285714,5.428571429,5.285714286,NA,NA,NA,4.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3nGgkXzj4FBwDra,2,Male,1,3,6,7,2,6,6,7,5,5,2,Neutral Condition,3.4,4.2,4.2,3,3.8,1.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.714285714,NA,NA,2.857142857,3.142857143,NA,4,NA,2.714285714
R_3oSk7AUdb4VugKR,2,Male,1,2,5,7,1,6,2,7,5,5,2,Feminist Condition,5.4,4.2,4,3.2,5,2.6,5.6,4,NA,NA,NA,NA,3.428571429,4.428571429,4.857142857,NA,4.714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_VLwQYxwMsXA86A1,2,Female,4,1,5,6,2,2,3,4,5,4,3,Feminist Condition,5.8,4.4,4.4,5,5.2,2.6,5.4,NA,4.285714286,4,NA,NA,4.571428571,NA,5.428571429,NA,5.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_25NS2kwK6WCVp67,2,Female,1,1,5,7,2,2,6,6,5,5,2,Neutral Condition,4.8,5.2,4.4,3.8,3,1.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,3.571428571,NA,3.285714286,4.285714286,NA,NA
R_1pDKzd8MzWGZL3X,2,Female,1,3,6,7,1,2,5,2,2,6,2,Feminist Condition,6.4,2.4,2.8,6.2,4.2,7,5,3.571428571,NA,NA,4.857142857,4.142857143,3.714285714,NA,NA,3.714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3iyELVoXS5XgHbr,2,Female,5,3,3,6,4,4,5,6,5,5,4,Neutral Condition,4.4,3.4,3.8,2,3.4,3.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.857142857,3.571428571,3.571428571,NA,NA,NA,2.571428571,3.714285714
R_OjpqKE12goX2FOh,3,Female,1,3,2,6,1,3,4,5,5,4,3,Feminist Condition,5.2,2.8,2.8,5,4.8,2.4,4.6,4.428571429,4.142857143,NA,4.428571429,NA,NA,3.428571429,NA,NA,3.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1dmJLGp4KthN0os,2,Female,1,2,3,4,1,1,2,2,1,1,4,Feminist Condition,4,2.4,3.4,3.4,3.6,3.6,5.2,2.571428571,2.571428571,NA,3.571428571,NA,NA,NA,NA,4.714285714,4.857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3m2eithcWEAljkE,2,Female,1,2,3,5,1,1,6,6,2,4,4,Neutral Condition,5.2,4,3.6,3,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.142857143,2.428571429,NA,3.285714286,3.714285714,NA,3,NA
R_bClayoG8H5JyDAZ,2,Female,1,2,3,1,2,2,4,5,4,5,3,Neutral Condition,4.4,4.4,3.4,3,3.4,3.6,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.714285714,3.142857143,NA,NA,3.285714286,NA,NA,4.285714286,NA,4.714285714
